SPECIMEN;SERVPOL;SAISIE;masse_coca;masse_hero;masse_divers;Type;EMBALLAGE;masse_ech;masse_specimen;DESCRIPTION;PURETE;STUP;COUPAGE;CLASSE;1.4_dmt;acide.4-aminobenzoique;acide.abietique;acide.acetylsalicylique;acide.ascorbique;acide.citrique;acide.isopimarique;acide.palmitique;acide.salicylique;acide.stearique;acides.gras;benzocaine;bicarbonate.sodium;butylbromure.scopolamine;cafeine;chlorprothixene;creatine;creatinine;dextromethorphane;diazepam;diethylphtalate;diltiazem;escitalopram;fluoxetine;fructose;glucose;glutamine;glycerol;griseofulvine;hydroxyzine;ibuprofen;inositol;ketamine;lactose;levamisol;lidocaine;mannitol;melatonine;methandrostenolone;metoprolol;nicotinamide;paracetamol;phenacetine;phenobarbital;piracetam;procaine;sorbitol;sucres;sucrose;tetracaine;tramadol;vanilline
042_01.13_3_;05;042_01.13;594.43;NA;NA;cocaine;tube_denvoi;1.03;10.01;poudre_blanche;38.5;cocaine;phenacetine lidocaine cafeine mannitol levamisol;C01001424000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
042_01.13_4_;05;042_01.13;594.43;NA;NA;cocaine;tube_denvoi;1;9.48;poudre_blanche;38.6;cocaine;phenacetine lidocaine cafeine mannitol levamisol;C01001424000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
042_01.13_5_;05;042_01.13;594.43;NA;NA;cocaine;tube_denvoi;1.02;9.65;poudre_blanche;36.6;cocaine;phenacetine lidocaine cafeine mannitol levamisol;C01001424000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
043_01.13_1_;01;043_01.13;NA;443.9;NA;heroine;sachet_plastique;4.06;185.8;prelevement_de_la_poudre_brune_effectue_par_l'id_a_partir_d'un_sachet_plastique;16.3;heroine;paracetamol cafeine griseofulvine;H01000304000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
043_01.13_2_;01;043_01.13;NA;443.9;NA;heroine;sachet_plastique;0.6;0.6;petit_emballage_plastique_contenant_de_la_poudre_brune;18.6;heroine;paracetamol cafeine griseofulvine;H01000304000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
043_01.13_3_;01;043_01.13;NA;443.9;NA;heroine;sachet_plastique;4.73;257.5;prelevement_de_la_poudre_brune_effectue_par_l'id_a_partir_de_deux_couches_de_sachets_plastique_;11.6;heroine;paracetamol cafeine;H01000337000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
044_01.13_1_;02;044_01.13;213.5;NA;NA;cocaine;doigt;0.77;9.71;doigt_contenant_de_la_poudre_blanche;24.5;cocaine;phenacetine lidocaine cafeine glucose levamisol inositol sucrose;C01001410000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
044_01.13_2_;02;044_01.13;213.5;NA;NA;cocaine;doigt;0.77;9.71;doigt_contenant_de_la_poudre_blanche;24.5;cocaine;phenacetine lidocaine cafeine glucose levamisol inositol sucrose;C01001410000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
044_01.13_3_;02;044_01.13;213.5;NA;NA;cocaine;doigt;0.74;9.79;doigt_contenant_de_la_poudre_blanche;24;cocaine;phenacetine lidocaine cafeine glucose levamisol inositol sucrose;C01001410000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
045_01.13_1_;02;045_01.13;1271.04;NA;NA;cocaine;tube_denvoi;NA;NA;prelevement_coton_tige_a_l'interieur_des_entonnoirs_(p001)_;NA;cocaine;phenacetine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
045_01.13_2_;02;045_01.13;1271.04;NA;NA;cocaine;tube_denvoi;0.03;0.03;prelevement_a_partir_du_couteau_(p002);24.7;cocaine;creatine phenacetine cafeine levamisol procaine;C01001445000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
045_01.13_3_;02;045_01.13;1271.04;NA;NA;cocaine;tube_denvoi;0.003;0.003;residus_preleves_a_partir_de_la_cuillere_(p003_01);NA;cocaine;phenacetine lidocaine cafeine levamisol sucrose;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
045_01.13_4_;02;045_01.13;1271.04;NA;NA;cocaine;tube_denvoi;NA;NA;prelevement_coton_tige_sur_la_cuillere_(p003_02);NA;cocaine;phenacetine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
045_01.13_5_;02;045_01.13;1271.04;NA;NA;cocaine;tube_denvoi;0.005;0.005;emballage_de_puck_(p004);NA;cocaine;-;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
045_01.13_6_;02;045_01.13;1271.04;NA;NA;cocaine;tube_denvoi;4.88;1271;emballage_a_l'interieur_de_la_cocotte_(p005)_;51.1;cocaine;phenacetine levamisol;C01001425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
045_01.13_7_;02;045_01.13;1271.04;NA;NA;cocaine;tube_denvoi;NA;NA;blanc_des_prelevement_coton_tige;NA;aucun;-;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
046_01.13_1_;02;046_01.13;NA;1616.56;2926.44;plusieurs;puck;4.3;497.87;puck_contenant_de_la_poudre_brune_(p001)__(restitue_a_la_bpts);60;heroine;-;H01000331000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
046_01.13_10_;02;046_01.13;NA;1616.56;2926.44;plusieurs;caninette;0.75;16.12;caninette_contenant_de_la_poudre_brune_(p004_03);8.6;heroine;paracetamol cafeine;H01000340000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_11_;02;046_01.13;NA;1616.56;2926.44;plusieurs;minigrip;0.73;4.46;minigrip_contenant_de_la_poudre_brune_(p004_04);11.6;heroine;paracetamol cafeine;H01000338000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_12_;02;046_01.13;NA;1616.56;2926.44;plusieurs;minigrip;0.74;4.53;minigrip_contenant_de_la_poudre_brune_(p005_01_01);10;heroine;paracetamol cafeine;H01000165000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_13_;02;046_01.13;NA;1616.56;2926.44;plusieurs;minigrip;0.72;4.45;minigrip_contenant_de_la_poudre_brune_(p005_01_02);10.8;heroine;paracetamol cafeine;H01000165000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_14_;02;046_01.13;NA;1616.56;2926.44;plusieurs;minigrip;0.72;4.6;minigrip_contenant_de_la_poudre_brune_(p005_01_03);9.2;heroine;paracetamol cafeine;H01000165000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_15_;02;046_01.13;NA;1616.56;2926.44;plusieurs;minigrip;0.79;4.57;minigrip_contenant_de_la_poudre_brune_(p005_02);5;heroine;paracetamol cafeine;H01000330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_16_;02;046_01.13;NA;1616.56;2926.44;plusieurs;minigrip;0.8;4.28;minigrip_contenant_de_la_poudre_brune_(p006_01);5.1;heroine;paracetamol cafeine;H01000330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_17_;02;046_01.13;NA;1616.56;2926.44;plusieurs;minigrip;0.8;2.32;minigrip_contenant_de_la_poudre_brune_(p006_02);10.8;heroine;paracetamol cafeine;H01000339000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_18_;02;046_01.13;NA;1616.56;2926.44;plusieurs;minigrip;0.77;4.53;minigrip_contenant_de_la_poudre_brune_(p006_03);10.8;heroine;paracetamol cafeine;H01000339000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_19_;02;046_01.13;NA;1616.56;2926.44;plusieurs;sachet_plastique;4.93;998.6;sachet_contenant__du_produit_de_coupage_(p007_01);NA;aucun;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_2_;02;046_01.13;NA;1616.56;2926.44;plusieurs;sachet_plastique;4.82;745;sachet_contenant_du_produit_de_coupage_(p002_01);NA;aucun;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_20_;02;046_01.13;NA;1616.56;2926.44;plusieurs;sachet_plastique;4.09;993.6;sachet_contenant_du_produit_de_coupage_(p007_01);NA;aucun;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_21_;02;046_01.13;NA;1616.56;2926.44;plusieurs;sachet_plastique;0.78;78.1;sachet_cache_dans_le_puck_contenant_de_la_poudre_brune_(p001_01);57.6;heroine;paracetamol cafeine;H01000331000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_3_;02;046_01.13;NA;1616.56;2926.44;plusieurs;sac_poubelle;4.34;189.24;sac_poubelle_contenant_du_produit_de_coupage_(p002_02);NA;aucun;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_4_;02;046_01.13;NA;1616.56;2926.44;plusieurs;sachet_plastique;4.9;214.98;sachet_contenant_de_la_poudre_brune_(p003_01);9;heroine;paracetamol cafeine;H01000165000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_5_;02;046_01.13;NA;1616.56;2926.44;plusieurs;sachet_plastique;0.78;93.08;sachet_contenant_de_la_poudre_brune_(p003_02);60.2;heroine;paracetamol cafeine;H01000331000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_6_;02;046_01.13;NA;1616.56;2926.44;plusieurs;sachet_plastique;4.4;356.26;sachet_contenant_de_la_poudre_brune_(p003_03)__(restitue_a_la_bpts);62.1;heroine;paracetamol cafeine;H01000331000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_7_;02;046_01.13;NA;1616.56;2926.44;plusieurs;sachet_plastique;0.73;56.72;sachet_contenant_de_la_poudre_brune_(p003_04);11;heroine;paracetamol cafeine;H01000338000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_8_;02;046_01.13;NA;1616.56;2926.44;plusieurs;minigrip;0.78;4.47;minigrip_contenant_de_la_poudre_brune_(p004_01);5.2;heroine;paracetamol cafeine;H01000330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
046_01.13_9_;02;046_01.13;NA;1616.56;2926.44;plusieurs;minigrip;0.8;4.47;minigrip_contenant_de_la_poudre_brune_(p004_02);4.9;heroine;paracetamol cafeine;H01000330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
047_01.13_1_;02;047_01.13;NA;NA;137.86;autre;sachet_plastique;4.92;137.86;sachet_contenant_de_la_poudre_beige_;NA;aucun;paracetamol cafeine;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
048_01.13_1_;02;048_01.13;344.5;NA;NA;cocaine;doigt;0.76;9.82;doigt_1_contenant_de_la_poudre_blanche_(p003_01);29;cocaine;phenacetine lidocaine cafeine mannitol levamisol sucrose;C01001409000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
048_01.13_2_;02;048_01.13;344.5;NA;NA;cocaine;doigt;0.7;9.78;doigt_2_contenant_de_la_poudre_blanche_(p003_01);29.8;cocaine;phenacetine lidocaine cafeine mannitol levamisol sucrose;C01001409000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
048_01.13_3_;02;048_01.13;344.5;NA;NA;cocaine;doigt;0.74;9.82;doigt_1_contenant_de_la_poudre_blanche_(p003_02);35.4;cocaine;phenacetine lidocaine cafeine mannitol levamisol sucrose;C01001409000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
048_01.13_4_;02;048_01.13;344.5;NA;NA;cocaine;doigt;0.74;9.83;doigt_2_contenant_de_la_poudre_blanche_(p003_02);28.9;cocaine;phenacetine lidocaine cafeine mannitol levamisol sucrose;C01001409000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
048_01.13_5_;02;048_01.13;344.5;NA;NA;cocaine;doigt;0.75;9.78;doigt_1_contenant_de_la_poudre_blanche_(p004);28.8;cocaine;phenacetine lidocaine cafeine mannitol levamisol sucrose;C01001409000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
048_01.13_6_;02;048_01.13;344.5;NA;NA;cocaine;doigt;0.77;9.85;doigt_2_contenant_de_la_poudre_blanche_(p004);29.3;cocaine;phenacetine lidocaine cafeine mannitol levamisol sucrose;C01001409000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
049_01.13_1_;02;049_01.13;1094.86;NA;NA;cocaine;doigt;0.78;15.11;gros_doigt_rose_(1)_contenant_de_la_poudre_blanche_;20.9;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol procaine lactose hydroxyzine;C01001459000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
049_01.13_2_;02;049_01.13;1094.86;NA;NA;cocaine;doigt;0.77;14.96;gros_doigt_rose_(2)_contenant_de_la_poudre_blanche_;19.9;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol procaine lactose hydroxyzine;C01001459000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
049_01.13_3_;02;049_01.13;1094.86;NA;NA;cocaine;doigt;0.78;10.03;doigt_rose_avec_un_scotch_bleu_(1)_contenant_de_la_poudre_blanche_;20.8;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol procaine lactose hydroxyzine;C01001459000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
049_01.13_4_;02;049_01.13;1094.86;NA;NA;cocaine;doigt;0.73;9.87;doigt_rose_avec_un_scotch_bleu_(2)_contenant_de_la_poudre_blanche_;21.3;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol procaine lactose hydroxyzine;C01001459000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
049_01.13_5_;02;049_01.13;1094.86;NA;NA;cocaine;doigt;0.72;9.98;doigt_rose_sans_inscription_(1)_contenant_de_la_poudre_blanche_;20.1;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol procaine lactose hydroxyzine;C01001459000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
049_01.13_6_;02;049_01.13;1094.86;NA;NA;cocaine;doigt;0.74;10.03;doigt_rose_sans_inscription_(2)_contenant_de_la_poudre_blanche_;19.8;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol procaine lactose hydroxyzine;C01001459000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
054_01.13_1_;01;054_01.13;399.69;NA;NA;cocaine;sachet_plastique;4.56;99.74;sachet_plastique_contenant_de_la_poudre_blanche;36.1;cocaine;phenacetine lidocaine cafeine mannitol levamisol inositol hydroxyzine;C01001422000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
054_01.13_2_;01;054_01.13;399.69;NA;NA;cocaine;sachet_plastique;4.46;100.72;sachet_plastique_contenant_de_la_poudre_blanche;38.6;cocaine;phenacetine lidocaine cafeine mannitol levamisol inositol hydroxyzine;C01001422000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
054_01.13_3_;01;054_01.13;399.69;NA;NA;cocaine;sachet_plastique;4.72;99.39;sachet_plastique_contenant_de_la_poudre_blanche;36;cocaine;phenacetine lidocaine cafeine mannitol levamisol inositol hydroxyzine;C01001422000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
054_01.13_4_;01;054_01.13;399.69;NA;NA;cocaine;sachet_plastique;4.54;99.84;sachet_plastique_contenant_de_la_poudre_blanche;37.7;cocaine;phenacetine lidocaine cafeine mannitol levamisol inositol hydroxyzine;C01001422000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
056_01.13_1_1;01;056_01.13;171.7;NA;NA;cocaine;cylindre;9.8;9.84;1_er_cylindre_(finger_1)_echantillonne_par_l'id_parmi_les_4.5_cylindres_susmentionnes;29.1;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol inositol lactose hydroxyzine;C01001482000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
056_01.13_1_2;01;056_01.13;171.7;NA;NA;cocaine;cylindre;9.8;9.81;2_eme_cylindre_(finger_2)_echantillonne_par_l'id_parmi_les_4.5_cylindres_susmentionnes;36.6;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol inositol lactose hydroxyzine;C01001482000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
056_01.13_2_1;01;056_01.13;171.7;NA;NA;cocaine;boulette;0.4;NA;1_er_boulette_echantillonnee_par_l'id__parmi_le_9_boulettes_susmentionnees;29.6;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol inositol lactose hydroxyzine;C01001482000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
056_01.13_2_2;01;056_01.13;171.7;NA;NA;cocaine;boulette;0.7;NA;2_eme_boulette_echantillonnee_par_l'id__parmi_le_9_boulettes_susmentionnees;29;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol inositol lactose hydroxyzine;C01001482000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
056_01.13_2_3;01;056_01.13;171.7;NA;NA;cocaine;boulette;0.5;NA;3_eme_boulette_echantillonnee_par_l'id__parmi_le_9_boulettes_susmentionnees;29.4;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol inositol lactose hydroxyzine;C01001482000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
056_01.13_3_1;01;056_01.13;171.7;NA;NA;cocaine;boulette;0.4;NA;1_er_boulette_echantillonnee_par_l'id__parmi_le_72_boulettes_susmentionnees;23.2;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol inositol lactose hydroxyzine;C01001482000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
056_01.13_3_2;01;056_01.13;171.7;NA;NA;cocaine;boulette;0.5;NA;2_eme_boulette_echantillonnee_par_l'id__parmi_le_72_boulettes_susmentionnees;24.1;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol inositol lactose hydroxyzine;C01001482000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
056_01.13_3_3;01;056_01.13;171.7;NA;NA;cocaine;boulette;0.8;NA;3_eme_boulette_echantillonnee_par_l'id__parmi_le_72_boulettes_susmentionnees;22.9;cocaine;phenacetine lidocaine cafeine glucose mannitol levamisol inositol lactose hydroxyzine;C01001482000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
